"year";"lss.fit";"country"
2012;0,292601219900534;"LVA"
2013;-0,161199954526391;"BEL"
2013;0,790451701907925;"BGR"
2013;-0,291110501649346;"ESP"
2013;0,0765013623567625;"FRA"
2013;0,11233352434762;"IRL"
2013;-0,510880756495049;"LVA"
2013;-0,441613189327961;"POL"
2014;-0,989810424509973;"AUT"
2014;-1,2462083723692;"BGR"
2014;-0,953781433102816;"CZE"
2014;-0,223172648609036;"DNK"
2014;0,575913235045775;"DNK"
2014;-0,223187369095835;"DNK"
2014;-0,624761929565999;"EST"
2014;-0,0930331222989463;"FIN"
2014;0,326238812105316;"FIN"
2014;0,57556362865648;"FIN"
2014;0,129534609542517;"LVA"
2014;0,478421969016967;"LVA"
2014;-1,5880772561497;"LVA"
2014;0,383349142202491;"LVA"
2014;-0,335572842502931;"LVA"
2014;0,989877287000577;"SVK"
2014;1,83262550370393;"SVK"
2014;-0,34691231656302;"SWE"
2015;-0,114256681386005;"AUT"
2015;-0,689369781797951;"DEU"
2015;0,17446263085647;"DEU"
2015;1,16361097185129;"HUN"
2015;-0,748458953810729;"IRL"
2015;-0,653950339173243;"LTU"
2015;-0,0980145409823162;"LVA"
2015;-1,36608001584487;"LVA"
2015;-0,525704683921626;"POL"
2016;-0,466254348344192;"CZE"
2016;-0,956861681931956;"DEU"
2016;0,928245180831449;"ESP"
2016;0,0394308672218974;"EST"
2016;0,633304636585213;"FRA"
2016;0,308829383408704;"LVA"
2016;-1,53650670628984;"SWE"
2017;0,314770043259771;"BEL"
2017;0,379689657103929;"DEU"
2017;0,30178192005846;"FRA"
2017;0,262787326837447;"FRA"
2017;-0,483529611463083;"LTU"
2017;-2,32024963808623;"LTU"
2017;-0,422516644749704;"LTU"
2017;-0,688395551784742;"LTU"
2017;-0,449526258173301;"LTU"
2017;1,44327360630058;"LUX"
2017;1,03195100885764;"LVA"
2017;0,667624130308757;"LVA"
2017;-0,773473440830001;"LVA"
2018;0,575569097468203;"CZE"
2018;-0,0693082301482582;"LVA"
2018;-0,610187723061155;"LVA"
2018;-0,206483255354297;"LVA"
2018;-1,18706727595441;"SWE"
2019;-0,512283328588265;"AUT"
2019;0,931252526607503;"FRA"
2019;0,18012761778908;"FRA"
2019;-0,592356438674543;"LTU"
2019;-1,85016812979256;"LTU"
2019;-0,918927894126628;"LTU"
2019;-0,518266159749681;"LTU"
2019;-0,00296920280301359;"LTU"
2019;0,0188294955840428;"LTU"
2019;-0,469456046258491;"LTU"
2019;-1,67390445131595;"LVA"
2019;-0,301906347476408;"LVA"
2019;0,361904942773757;"NLD"
2019;-0,502533279043351;"PRT"
2020;0,49626813564173;"DEU"
2020;0,233286176085305;"FRA"
2020;-0,360878568087986;"FRA"
2020;-0,979111124607984;"LTU"
2020;-1,07206602450346;"LTU"
2020;-1,21498435161043;"LTU"
2020;-1,96941800114614;"LTU"
2020;-1,95329468738412;"LVA"
2020;-1,62315634457489;"LVA"
2020;-0,679510405815492;"LVA"
2020;-0,388702781190353;"SWE"
2020;-1,57023142540068;"SWE"
2020;-0,196102989239221;"SWE"
